jd,ra_c,dec_c,tilename,limmag5,filter
2459531.3958333335,283.5,42.85714285714279,T2468,20.44,L
2459531.3972222223,57.19626168224299,8.571428571428456,T1637,20.44,L
2459531.398611111,72.97297297297297,47.14285714285708,T2500,20.44,L
2459531.4,66.12244897959184,25.714285714285623,T2056,20.44,L
2459531.4013888887,318.46153846153845,-17.14285714285704,T1070,20.44,L
2459531.402777778,76.72131147540983,55.714285714285666,T2640,20.44,L
2459531.404166667,78.75,72.85714285714283,T2837,20.44,L
2459531.4055555556,281.25,72.85714285714283,T2855,20.44,L
2459531.4069444444,288.0,38.5714285714285,T2388,20.44,L
2459531.408333333,56.14678899082569,0.0,T1420,20.44,L
2459531.409722222,41.53846153846154,-17.14285714285704,T0990,20.44,L
2459531.4111111113,64.52830188679246,12.857142857142748,T1746,20.44,L
2459531.4125,77.83783783783784,47.14285714285708,T2501,20.44,L
2459531.413888889,79.41176470588235,51.428571428571374,T2574,20.44,L
2459531.4152777777,76.5,42.85714285714279,T2422,20.44,L
2459531.4166666665,302.26415094339626,12.857142857142748,T1816,20.44,L
2459531.418055556,84.25531914893618,64.28571428571425,T2754,20.44,L
2459531.4194444446,325.3846153846154,-17.14285714285704,T1072,20.44,L
2459531.4208333334,301.1538461538462,17.14285714285704,T1920,20.44,L
2459531.422222222,306.1682242990654,8.571428571428456,T1711,20.44,L
2459531.423611111,288.0,59.99999999999996,T2732,20.44,L
2459531.425,291.8918918918919,47.14285714285708,T2545,20.44,L
2459531.426388889,291.1764705882353,51.428571428571374,T2614,20.44,L
2459531.427777778,288.0,68.57142857142854,T2822,20.44,L
2459531.4291666667,57.19626168224299,-8.571428571428456,T1205,20.44,L
2459531.4305555555,296.47058823529414,38.5714285714285,T2390,20.44,L
2459531.4319444443,291.06382978723406,64.28571428571425,T2781,20.44,L
2459531.433333333,84.70588235294117,81.42857142857142,T2891,20.44,L
2459531.4347222224,70.65420560747664,8.571428571428456,T1641,20.44,L
2459531.436111111,297.0,42.85714285714279,T2471,20.44,L
2459531.4375,322.9906542056075,-8.571428571428456,T1284,20.44,L
2459531.438888889,87.56756756756756,47.14285714285708,T2503,20.44,L
2459531.4402777776,80.81632653061224,25.714285714285623,T2060,20.44,L
2459531.441666667,306.53465346534654,21.42857142857133,T2023,20.44,L
2459531.4430555557,90.0,51.428571428571374,T2576,20.44,L
2459531.4444444445,91.63636363636364,59.99999999999996,T2702,20.44,L
2459531.4458333333,84.25531914893618,29.999999999999915,T2158,20.44,L
2459531.447222222,79.61538461538461,17.14285714285704,T1856,20.44,L
2459531.448611111,78.11320754716982,12.857142857142748,T1750,20.44,L
2459531.45,306.3829787234043,29.999999999999915,T2216,20.44,L
2459531.451388889,94.42622950819673,55.714285714285666,T2643,20.44,L
2459531.452777778,92.43243243243244,47.14285714285708,T2504,20.44,L
2459531.4541666666,320.0,4.285714285714164,T1608,20.44,L
2459531.4555555554,70.0,-4.285714285714164,T1316,20.44,L
2459531.456944444,326.6666666666667,-4.285714285714164,T1393,20.44,L
2459531.4583333335,99.0,68.57142857142854,T2801,20.44,L
2459531.4597222223,98.18181818181819,59.99999999999996,T2703,20.44,L
2459531.461111111,99.57446808510639,64.28571428571425,T2756,20.44,L
2459531.4625,100.8,77.14285714285712,T2869,20.44,L
2459531.4638888887,302.40000000000003,77.14285714285712,T2883,20.44,L
2459531.465277778,319.24528301886795,12.857142857142748,T1821,20.44,L
2459531.466666667,326.9724770642202,0.0,T1502,20.44,L
2459531.4680555556,100.32786885245902,55.714285714285666,T2644,20.44,L
2459531.4694444444,349.3069306930693,-21.42857142857133,T0975,20.44,L
2459531.470833333,314.0425531914894,29.999999999999915,T2218,20.44,L
2459531.472222222,303.75,72.85714285714283,T2857,20.44,L
2459531.4736111113,326.6666666666667,4.285714285714164,T1610,20.44,L
2459531.475,322.64150943396226,12.857142857142748,T1822,20.44,L
2459531.476388889,306.3829787234043,64.28571428571425,T2783,20.44,L
2459531.4777777777,306.0,68.57142857142854,T2824,20.44,L
2459531.4791666665,311.35135135135135,47.14285714285708,T2549,20.44,L
2459531.480555556,352.8712871287129,-21.42857142857133,T0976,20.44,L
2459531.4819444446,82.56880733944955,0.0,T1428,20.44,L
2459531.4833333334,339.8130841121495,-8.571428571428456,T1289,20.44,L
2459531.484722222,100.0,34.28571428571421,T2255,20.44,L
2459531.486111111,312.35294117647055,51.428571428571374,T2618,20.44,L
2459531.4875,103.5,42.85714285714279,T2428,20.44,L
2459531.488888889,96.23762376237624,21.42857142857133,T1964,20.44,L
2459531.490277778,324.35643564356434,21.42857142857133,T2028,20.44,L
2459531.4916666667,99.18367346938776,25.714285714285623,T2065,20.44,L
2459531.4930555555,107.02702702702703,47.14285714285708,T2507,20.44,L
2459531.4944444443,336.88073394495416,0.0,T1505,20.44,L
2459531.495833333,95.09433962264151,12.857142857142748,T1755,20.44,L
2459531.4972222224,333.0841121495327,8.571428571428456,T1719,20.44,L
2459531.498611111,103.40425531914894,29.999999999999915,T2163,20.44,L
2459531.5,94.2056074766355,8.571428571428456,T1648,20.44,L
2459531.501388889,349.811320754717,-12.857142857142748,T1185,20.44,L
2459531.5027777776,340.1834862385321,0.0,T1506,20.44,L
2459531.504166667,317.6470588235294,81.42857142857142,T2902,20.44,L
2459531.5055555557,356.53846153846155,-17.14285714285704,T1081,20.44,L
2459531.5069444445,108.0,34.28571428571421,T2257,20.44,L
2459531.5083333333,316.8,77.14285714285712,T2884,20.44,L
2459531.509722222,92.4770642201835,0.0,T1431,20.44,L
2459531.511111111,346.6666666666667,-4.285714285714164,T1399,20.44,L
2459531.5125,336.22641509433964,12.857142857142748,T1826,20.44,L
2459531.513888889,320.72727272727275,59.99999999999996,T2737,20.44,L
2459531.515277778,0.0,-17.14285714285704,T0978,20.44,L
2459531.5166666666,335.7692307692308,17.14285714285704,T1930,20.44,L
2459531.5180555554,112.0,34.28571428571421,T2258,20.44,L
2459531.519444444,356.6037735849057,-12.857142857142748,T1187,20.44,L
2459531.5208333335,116.75675675675676,47.14285714285708,T2509,20.44,L
2459531.5222222223,90.8411214953271,-8.571428571428456,T1215,20.44,L
2459531.523611111,110.20408163265306,25.714285714285623,T2068,20.44,L
2459531.525,123.75,72.85714285714283,T2841,20.44,L
2459531.5263888887,339.2307692307692,17.14285714285704,T1931,20.44,L
2459531.527777778,324.0,68.57142857142854,T2826,20.44,L
2459531.529166667,116.0,34.28571428571421,T2259,20.44,L
2459531.5305555556,121.76470588235294,51.428571428571374,T2582,20.44,L
2459531.5319444444,94.2056074766355,-8.571428571428456,T1216,20.44,L
2459531.533333333,327.2727272727273,59.99999999999996,T2738,20.44,L
2459531.534722222,326.25,72.85714285714283,T2859,20.44,L
2459531.5361111113,91.69811320754718,-12.857142857142748,T1109,20.44,L
2459531.5375,330.49180327868856,55.714285714285666,T2683,20.44,L
2459531.538888889,100.0,-4.285714285714164,T1325,20.44,L
2459531.5402777777,356.6666666666667,-4.285714285714164,T1402,20.44,L
2459531.5416666665,127.05882352941177,81.42857142857142,T2893,20.44,L
2459531.543055556,117.55102040816327,25.714285714285623,T2070,20.44,L
2459531.5444444446,333.52941176470586,51.428571428571374,T2622,20.44,L
2459531.5458333334,340.8510638297873,29.999999999999915,T2225,20.44,L
2459531.547222222,335.6756756756757,47.14285714285708,T2554,20.44,L
2459531.548611111,337.5,42.85714285714279,T2480,20.44,L
2459531.55,345.74257425742576,21.42857142857133,T2034,20.44,L
2459531.551388889,130.9090909090909,59.99999999999996,T2708,20.44,L
2459531.552777778,115.47169811320755,12.857142857142748,T1761,20.44,L
2459531.5541666667,353.2710280373832,8.571428571428456,T1725,20.44,L
2459531.5555555555,114.39252336448598,8.571428571428456,T1654,20.44,L
2459531.5569444443,135.0,68.57142857142854,T2805,20.44,L
2459531.558333333,6.728971962616822,-8.571428571428456,T1190,20.44,L
2459531.5597222224,349.3069306930693,21.42857142857133,T2035,20.44,L
2459531.561111111,131.35135135135135,47.14285714285708,T2512,20.44,L
2459531.5625,128.0,34.28571428571421,T2262,20.44,L
2459531.563888889,112.29357798165138,0.0,T1437,20.44,L
2459531.5652777776,117.75700934579439,8.571428571428456,T1655,20.44,L
2459531.566666667,337.5,72.85714285714283,T2860,20.44,L
2459531.5680555557,137.45454545454547,59.99999999999996,T2709,20.44,L
2459531.5694444445,107.66355140186916,-8.571428571428456,T1220,20.44,L
2459531.5708333333,344.11764705882354,51.428571428571374,T2624,20.44,L
2459531.572222222,124.61538461538461,17.14285714285704,T1869,20.44,L
2459531.573611111,105.28301886792454,-12.857142857142748,T1113,20.44,L
2459531.575,137.64705882352942,51.428571428571374,T2585,20.44,L
2459531.576388889,342.0,68.57142857142854,T2828,20.44,L
2459531.577777778,120.0,4.285714285714164,T1548,20.44,L
2459531.5791666666,28.514851485148515,-21.42857142857133,T0885,20.44,L
2459531.5805555554,111.02803738317756,-8.571428571428456,T1221,20.44,L
2459531.581944444,144.0,68.57142857142854,T2806,20.44,L
2459531.5833333335,108.67924528301887,-12.857142857142748,T1114,20.44,L
2459531.5847222223,144.0,77.14285714285712,T2872,20.44,L
2459531.586111111,13.333333333333334,-4.285714285714164,T1299,20.44,L
2459531.5875,346.90909090909093,59.99999999999996,T2741,20.44,L
2459531.5888888887,345.6,77.14285714285712,T2886,20.44,L
2459531.590277778,145.53191489361703,64.28571428571425,T2762,20.44,L
2459531.591666667,139.76470588235296,38.5714285714285,T2353,20.44,L
2459531.5930555556,127.85046728971962,8.571428571428456,T1658,20.44,L
2459531.5944444444,120.0,-4.285714285714164,T1331,20.44,L
2459531.595833333,140.0,34.28571428571421,T2265,20.44,L
2459531.597222222,6.7924528301886795,12.857142857142748,T1729,20.44,L
2459531.5986111113,147.54098360655738,55.714285714285666,T2652,20.44,L
2459531.6,132.45283018867926,12.857142857142748,T1766,20.44,L
2459531.601388889,125.5045871559633,0.0,T1441,20.44,L
2459531.6027777777,144.0,38.5714285714285,T2354,20.44,L
2459531.6041666665,148.23529411764704,51.428571428571374,T2587,20.44,L
2459531.605555556,148.23529411764704,81.42857142857142,T2894,20.44,L
2459531.6069444446,139.009900990099,21.42857142857133,T1976,20.44,L
2459531.6083333334,106.93069306930693,-21.42857142857133,T0907,20.44,L
2459531.609722222,153.19148936170214,64.28571428571425,T2763,20.44,L
2459531.611111111,148.5,42.85714285714279,T2438,20.44,L
2459531.6125,23.333333333333336,-4.285714285714164,T1302,20.44,L
2459531.613888889,143.26530612244898,25.714285714285623,T2077,20.44,L
2459531.615277778,153.44262295081967,55.714285714285666,T2653,20.44,L
2459531.6166666667,0.0,81.42857142857142,T2887,20.44,L
2459531.6180555555,153.52941176470588,51.428571428571374,T2588,20.44,L
2459531.6194444443,132.11009174311928,0.0,T1443,20.44,L
2459531.620833333,158.4,77.14285714285712,T2873,20.44,L
2459531.6222222224,130.0,-4.285714285714164,T1334,20.44,L
2459531.623611111,146.9387755102041,25.714285714285623,T2078,20.44,L
2459531.625,16.9811320754717,12.857142857142748,T1732,20.44,L
2459531.626388889,149.36170212765958,29.999999999999915,T2175,20.44,L
2459531.6277777776,155.67567567567568,47.14285714285708,T2517,20.44,L
2459531.629166667,0.0,77.14285714285712,T2862,20.44,L
2459531.6305555557,121.15384615384616,-17.14285714285704,T1013,20.44,L
2459531.6319444445,5.294117647058823,51.428571428571374,T2560,20.44,L
2459531.6333333333,158.8235294117647,51.428571428571374,T2589,20.44,L
2459531.634722222,9.0,42.85714285714279,T2407,20.44,L
2459531.636111111,157.5,42.85714285714279,T2440,20.44,L
2459531.6375,138.71559633027525,0.0,T1445,20.44,L
2459531.638888889,17.821782178217823,21.42857142857133,T1942,20.44,L
2459531.640277778,136.66666666666669,-4.285714285714164,T1336,20.44,L
2459531.6416666666,9.72972972972973,47.14285714285708,T2487,20.44,L
2459531.6430555554,37.00934579439252,-8.571428571428456,T1199,20.44,L
2459531.644444444,18.367346938775512,25.714285714285623,T2043,20.44,L
2459531.6458333335,10.588235294117647,51.428571428571374,T2561,20.44,L
2459531.6472222223,164.11764705882354,51.428571428571374,T2590,20.44,L
2459531.648611111,152.30769230769232,17.14285714285704,T1877,20.44,L
2459531.65,33.02752293577982,0.0,T1413,20.44,L
2459531.6513888887,168.51063829787236,64.28571428571425,T2765,20.44,L
2459531.652777778,16.941176470588236,38.5714285714285,T2324,20.44,L
2459531.654166667,22.040816326530614,25.714285714285623,T2044,20.44,L
2459531.6555555556,145.3211009174312,0.0,T1447,20.44,L
2459531.6569444444,171.0,68.57142857142854,T2809,20.44,L
2459531.658333333,33.333333333333336,4.285714285714164,T1522,20.44,L
2459531.659722222,13.090909090909092,59.99999999999996,T2690,20.44,L
2459531.6611111113,166.5,42.85714285714279,T2442,20.44,L
2459531.6625,169.41176470588235,51.428571428571374,T2591,20.44,L
2459531.663888889,14.4,77.14285714285712,T2863,20.44,L
2459531.6652777777,25.714285714285715,25.714285714285623,T2045,20.44,L
2459531.6666666665,15.319148936170214,64.28571428571425,T2745,20.44,L
2459531.668055556,139.24528301886792,-12.857142857142748,T1123,20.44,L
2459531.6694444446,24.0,34.28571428571421,T2236,20.44,L
2459531.6708333334,170.27027027027026,47.14285714285708,T2520,20.44,L
2459531.672222222,144.6728971962617,-8.571428571428456,T1231,20.44,L
2459531.673611111,171.0,42.85714285714279,T2443,20.44,L
2459531.675,29.387755102040817,25.714285714285623,T2046,20.44,L
2459531.676388889,174.70588235294116,51.428571428571374,T2592,20.44,L
2459531.677777778,131.88118811881188,-21.42857142857133,T0914,20.44,L
2459531.6791666667,124.89795918367348,-25.714285714285623,T0813,20.44,L
2459531.6805555555,111.06382978723404,-29.999999999999915,T0714,20.44,L
2459531.6819444443,175.13513513513513,47.14285714285708,T2521,20.44,L
2459531.683333333,30.638297872340427,29.999999999999915,T2144,20.44,L
2459531.6847222224,163.0188679245283,12.857142857142748,T1775,20.44,L
2459531.686111111,161.49532710280374,8.571428571428456,T1668,20.44,L
2459531.6875,166.15384615384616,17.14285714285704,T1881,20.44,L
2459531.688888889,160.0,4.285714285714164,T1560,20.44,L
2459531.6902777776,22.97872340425532,64.28571428571425,T2746,20.44,L
2459531.691666667,26.470588235294116,51.428571428571374,T2564,20.44,L
2459531.6930555557,29.18918918918919,47.14285714285708,T2491,20.44,L
2459531.6944444445,172.6530612244898,25.714285714285623,T2085,20.44,L
2459531.6958333333,156.66666666666669,-4.285714285714164,T1342,20.44,L
2459531.697222222,171.0891089108911,21.42857142857133,T1985,20.44,L
2459531.698611111,163.33333333333334,4.285714285714164,T1561,20.44,L
2459531.7,176.0,34.28571428571421,T2274,20.44,L
2459531.701388889,164.85981308411215,8.571428571428456,T1669,20.44,L
2459531.702777778,169.81132075471697,12.857142857142748,T1777,20.44,L
2459531.7041666666,118.72340425531915,-29.999999999999915,T0716,20.44,L
2459531.7055555554,174.65346534653466,21.42857142857133,T1986,20.44,L
2459531.706944444,176.3265306122449,25.714285714285623,T2086,20.44,L
2459531.7083333335,184.86486486486487,47.14285714285708,T2523,20.44,L
2459531.7097222223,135.91836734693877,-25.714285714285623,T0816,20.44,L
2459531.711111111,180.0,29.999999999999915,T2183,20.44,L
2459531.7125,165.1376146788991,0.0,T1453,20.44,L
2459531.7138888887,171.58878504672896,8.571428571428456,T1671,20.44,L
2459531.715277778,180.0,25.714285714285623,T2087,20.44,L
2459531.716666667,146.13861386138615,-21.42857142857133,T0918,20.44,L
2459531.7180555556,161.49532710280374,-8.571428571428456,T1236,20.44,L
2459531.7194444444,168.44036697247708,0.0,T1454,20.44,L
2459531.720833333,139.59183673469389,-25.714285714285623,T0817,20.44,L
2459531.722222222,176.60377358490567,12.857142857142748,T1779,20.44,L
2459531.7236111113,189.0,42.85714285714279,T2447,20.44,L
2459531.725,181.78217821782178,21.42857142857133,T1988,20.44,L
2459531.726388889,159.62264150943398,-12.857142857142748,T1129,20.44,L
2459531.7277777777,190.58823529411765,51.428571428571374,T2595,20.44,L
2459531.7291666665,188.0,34.28571428571421,T2277,20.44,L
2459531.730555556,143.26530612244898,-25.714285714285623,T0818,20.44,L
2459531.7319444446,170.0,-4.285714285714164,T1346,20.44,L
2459531.7333333334,130.2127659574468,-29.999999999999915,T0719,20.44,L
2459531.734722222,176.66666666666669,4.285714285714164,T1565,20.44,L
2459531.736111111,193.5,42.85714285714279,T2448,20.44,L
2459531.7375,187.3469387755102,25.714285714285623,T2089,20.44,L
2459531.738888889,183.46153846153848,17.14285714285704,T1886,20.44,L
2459531.740277778,192.0,34.28571428571421,T2278,20.44,L
2459531.7416666667,181.6822429906542,8.571428571428456,T1674,20.44,L
2459531.7430555555,134.04255319148936,-29.999999999999915,T0720,20.44,L
2459531.7444444443,186.92307692307693,17.14285714285704,T1887,20.44,L
2459531.745833333,156.83168316831683,-21.42857142857133,T0921,20.44,L
2459531.7472222224,178.34862385321102,0.0,T1457,20.44,L
2459531.748611111,198.0,42.85714285714279,T2449,20.44,L
2459531.75,201.17647058823528,51.428571428571374,T2597,20.44,L
2459531.751388889,176.66666666666669,-4.285714285714164,T1348,20.44,L
2459531.7527777776,195.31914893617022,29.999999999999915,T2187,20.44,L
2459531.754166667,137.87234042553192,-29.999999999999915,T0721,20.44,L
2459531.7555555557,194.69387755102042,25.714285714285623,T2091,20.44,L
2459531.7569444445,160.3960396039604,-21.42857142857133,T0922,20.44,L
2459531.7583333333,207.0,68.57142857142854,T2813,20.44,L
2459531.759722222,190.18867924528303,12.857142857142748,T1783,20.44,L
2459531.761111111,154.28571428571428,-25.714285714285623,T0821,20.44,L
2459531.7625,173.20754716981133,-12.857142857142748,T1133,20.44,L
2459531.763888889,193.84615384615387,17.14285714285704,T1889,20.44,L
2459531.765277778,169.6153846153846,-17.14285714285704,T1027,20.44,L
2459531.7666666666,209.45454545454547,59.99999999999996,T2720,20.44,L
2459531.7680555554,163.96039603960395,-21.42857142857133,T0923,20.44,L
2459531.769444444,183.33333333333334,-4.285714285714164,T1350,20.44,L
2459531.7708333335,193.58490566037736,12.857142857142748,T1784,20.44,L
2459531.7722222223,157.9591836734694,-25.714285714285623,T0822,20.44,L
2459531.773611111,207.0,42.85714285714279,T2451,20.44,L
2459531.775,145.53191489361703,-29.999999999999915,T0723,20.44,L
2459531.7763888887,167.52475247524754,-21.42857142857133,T0924,20.44,L
2459532.3,43.2,77.14285714285712,T2865,20.44,L
2459532.301388889,252.0,34.28571428571421,T2293,20.44,L
2459532.302777778,275.8878504672897,-8.571428571428456,T1270,20.44,L
2459532.3041666667,266.6666666666667,4.285714285714164,T1592,20.44,L
2459532.3055555555,45.0,72.85714285714283,T2834,20.44,L
2459532.3069444443,248.8235294117647,51.428571428571374,T2606,20.44,L
2459532.308333333,252.0,42.85714285714279,T2461,20.44,L
2459532.3097222224,45.95744680851064,64.28571428571425,T2749,20.44,L
2459532.311111111,287.3076923076923,-17.14285714285704,T1061,20.44,L
2459532.3125,256.0,34.28571428571421,T2294,20.44,L
2459532.313888889,20.0,-4.285714285714164,T1301,20.44,L
2459532.3152777776,38.297872340425535,29.999999999999915,T2146,20.44,L
2459532.316666667,26.666666666666668,4.285714285714164,T1520,20.44,L
2459532.3180555557,40.0,85.71428571428571,T2905,20.44,L
2459532.3194444445,263.76237623762376,21.42857142857133,T2011,20.44,L
2459532.3208333333,254.11764705882354,51.428571428571374,T2607,20.44,L
2459532.322222222,273.33333333333337,4.285714285714164,T1594,20.44,L
2459532.323611111,26.422018348623855,0.0,T1411,20.44,L
2459532.325,254.11764705882354,81.42857142857142,T2899,20.44,L
2459532.326388889,272.5233644859813,8.571428571428456,T1701,20.44,L
2459532.327777778,39.20792079207921,21.42857142857133,T1948,20.44,L
2459532.3291666666,267.3267326732673,21.42857142857133,T2012,20.44,L
2459532.3305555554,264.25531914893617,29.999999999999915,T2205,20.44,L
2459532.331944444,308.57142857142856,-25.714285714285623,T0863,20.44,L
2459532.3333333335,54.0,68.57142857142854,T2796,20.44,L
2459532.3347222223,53.114754098360656,55.714285714285666,T2636,20.44,L
2459532.336111111,44.08163265306123,25.714285714285623,T2050,20.44,L
2459532.3375,42.772277227722775,21.42857142857133,T1949,20.44,L
2459532.3388888887,56.25,72.85714285714283,T2835,20.44,L
2459532.340277778,280.0,4.285714285714164,T1596,20.44,L
2459532.341666667,50.82352941176471,38.5714285714285,T2332,20.44,L
2459532.3430555556,30.0,-4.285714285714164,T1304,20.44,L
2459532.3444444444,268.0,34.28571428571421,T2297,20.44,L
2459532.345833333,265.5,42.85714285714279,T2464,20.44,L
2459532.347222222,260.4255319148936,64.28571428571425,T2777,20.44,L
2459532.3486111113,58.909090909090914,59.99999999999996,T2697,20.44,L
2459532.35,261.0,68.57142857142854,T2819,20.44,L
2459532.351388889,59.016393442622956,55.714285714285666,T2637,20.44,L
2459532.3527777777,282.61682242990656,8.571428571428456,T1704,20.44,L
2459532.3541666665,265.5737704918033,55.714285714285666,T2672,20.44,L
2459532.355555556,272.0,34.28571428571421,T2298,20.44,L
2459532.3569444446,275.51020408163265,25.714285714285623,T2113,20.44,L
2459532.3583333334,304.61538461538464,-17.14285714285704,T1066,20.44,L
2459532.359722222,296.0747663551402,-8.571428571428456,T1276,20.44,L
2459532.361111111,58.5,42.85714285714279,T2418,20.44,L
2459532.3625,272.43243243243245,47.14285714285708,T2541,20.44,L
2459532.363888889,279.18367346938777,25.714285714285623,T2114,20.44,L
2459532.365277778,290.0,4.285714285714164,T1599,20.44,L
2459532.3666666667,67.5,72.85714285714283,T2836,20.44,L
2459532.3680555555,285.2830188679245,12.857142857142748,T1811,20.44,L
2459532.3694444443,40.0,-4.285714285714164,T1307,20.44,L
2459532.370833333,296.6666666666667,-4.285714285714164,T1384,20.44,L
2459532.3722222224,279.5744680851064,29.999999999999915,T2209,20.44,L
2459532.373611111,270.0,72.85714285714283,T2854,20.44,L
2459532.375,317.2277227722772,-21.42857142857133,T0966,20.44,L
2459532.376388889,293.33333333333337,4.285714285714164,T1600,20.44,L
2459532.3777777776,24.95049504950495,-21.42857142857133,T0884,20.44,L
2459532.379166667,61.276595744680854,29.999999999999915,T2152,20.44,L
2459532.3805555557,275.29411764705884,51.428571428571374,T2611,20.44,L
2459532.3819444445,72.0,68.57142857142854,T2798,20.44,L
2459532.3833333333,283.40425531914894,29.999999999999915,T2210,20.44,L
2459532.384722222,273.6,77.14285714285712,T2881,20.44,L
2459532.386111111,72.0,59.99999999999996,T2699,20.44,L
2459532.3875,286.53061224489795,25.714285714285623,T2116,20.44,L
2459532.388888889,67.76470588235294,38.5714285714285,T2336,20.44,L
2459532.390277778,57.735849056603776,12.857142857142748,T1744,20.44,L
2459532.3916666666,279.0,68.57142857142854,T2821,20.44,L
2459532.3930555554,300.0,4.285714285714164,T1602,20.44,L
2459532.394444444,290.2040816326531,25.714285714285623,T2117,20.44,L
2459532.3958333335,74.11764705882352,51.428571428571374,T2573,20.44,L
2459532.3972222223,50.0,-4.285714285714164,T1310,20.44,L
2459532.398611111,306.6666666666667,-4.285714285714164,T1387,20.44,L
2459532.4,56.66666666666667,4.285714285714164,T1529,20.44,L
2459532.4013888887,291.06382978723406,29.999999999999915,T2212,20.44,L
2459532.402777778,321.92307692307696,-17.14285714285704,T1071,20.44,L
2459532.404166667,60.5607476635514,8.571428571428456,T1638,20.44,L
2459532.4055555556,81.0,68.57142857142854,T2799,20.44,L
2459532.4069444444,67.72277227722772,21.42857142857133,T1956,20.44,L
2459532.408333333,310.0,-4.285714285714164,T1388,20.44,L
2459532.409722222,50.467289719626166,-8.571428571428456,T1203,20.44,L
2459532.4111111113,292.0,34.28571428571421,T2303,20.44,L
2459532.4125,316.2616822429907,-8.571428571428456,T1282,20.44,L
2459532.413888889,288.0,77.14285714285712,T2882,20.44,L
2459532.4152777777,59.44954128440367,0.0,T1421,20.44,L
2459532.4166666665,82.62295081967214,55.714285714285666,T2641,20.44,L
2459532.418055556,313.33333333333337,-4.285714285714164,T1389,20.44,L
2459532.4194444446,289.1803278688525,55.714285714285666,T2676,20.44,L
2459532.4208333334,85.0909090909091,59.99999999999996,T2701,20.44,L
2459532.422222222,81.0,42.85714285714279,T2423,20.44,L
2459532.423611111,310.0,4.285714285714164,T1605,20.44,L
2459532.425,60.0,-4.285714285714164,T1313,20.44,L
2459532.426388889,74.85148514851485,21.42857142857133,T1958,20.44,L
2459532.427777778,66.66666666666667,4.285714285714164,T1532,20.44,L
2459532.4291666667,71.32075471698113,12.857142857142748,T1748,20.44,L
2459532.4305555555,292.5,72.85714285714283,T2856,20.44,L
2459532.4319444443,300.0,34.28571428571421,T2305,20.44,L
2459532.433333333,88.52459016393443,55.714285714285666,T2642,20.44,L
2459532.4347222224,85.5,42.85714285714279,T2424,20.44,L
2459532.436111111,320.0,-4.285714285714164,T1391,20.44,L
2459532.4375,91.91489361702128,64.28571428571425,T2755,20.44,L
2459532.438888889,296.4705882352941,51.428571428571374,T2615,20.44,L
2459532.4402777776,312.4528301886793,12.857142857142748,T1819,20.44,L
2459532.441666667,304.0,34.28571428571421,T2306,20.44,L
2459532.4430555557,323.33333333333337,-4.285714285714164,T1392,20.44,L
2459532.4444444445,301.5,42.85714285714279,T2472,20.44,L
2459532.4458333333,81.98019801980197,21.42857142857133,T1960,20.44,L
2459532.447222222,90.0,42.85714285714279,T2425,20.44,L
2459532.448611111,61.132075471698116,-12.857142857142748,T1100,20.44,L
2459532.45,84.48979591836735,25.714285714285623,T2061,20.44,L
2459532.451388889,301.7647058823529,51.428571428571374,T2616,20.44,L
2459532.452777778,329.7196261682243,-8.571428571428456,T1286,20.44,L
2459532.4541666666,300.9836065573771,55.714285714285666,T2678,20.44,L
2459532.4555555554,76.66666666666667,4.285714285714164,T1535,20.44,L
2459532.456944444,301.0909090909091,59.99999999999996,T2734,20.44,L
2459532.4583333335,88.16326530612245,25.714285714285623,T2062,20.44,L
2459532.4597222223,80.74766355140187,8.571428571428456,T1644,20.44,L
2459532.461111111,94.5,42.85714285714279,T2426,20.44,L
2459532.4625,306.4864864864865,47.14285714285708,T2548,20.44,L
2459532.4638888887,330.0,-4.285714285714164,T1394,20.44,L
2459532.465277778,84.90566037735849,12.857142857142748,T1752,20.44,L
2459532.466666667,312.0,34.28571428571421,T2308,20.44,L
2459532.4680555556,310.5,42.85714285714279,T2474,20.44,L
2459532.4694444444,100.58823529411764,51.428571428571374,T2578,20.44,L
2459532.470833333,76.66666666666667,-4.285714285714164,T1318,20.44,L
2459532.472222222,330.2752293577982,0.0,T1503,20.44,L
2459532.4736111113,74.01869158878505,-8.571428571428456,T1210,20.44,L
2459532.475,104.72727272727273,59.99999999999996,T2704,20.44,L
2459532.476388889,95.74468085106383,29.999999999999915,T2161,20.44,L
2459532.4777777777,317.87234042553195,29.999999999999915,T2219,20.44,L
2459532.4791666665,319.59183673469386,25.714285714285623,T2125,20.44,L
2459532.480555556,336.6666666666667,-4.285714285714164,T1396,20.44,L
2459532.4819444446,106.22950819672131,55.714285714285666,T2645,20.44,L
2459532.4833333334,105.88235294117646,51.428571428571374,T2579,20.44,L
2459532.484722222,325.3846153846154,17.14285714285704,T1927,20.44,L
2459532.486111111,329.7196261682243,8.571428571428456,T1718,20.44,L
2459532.4875,320.0,34.28571428571421,T2310,20.44,L
2459532.488888889,323.265306122449,25.714285714285623,T2126,20.44,L
2459532.490277778,329.433962264151,12.857142857142748,T1824,20.44,L
2459532.4916666667,112.5,72.85714285714283,T2840,20.44,L
2459532.4930555555,111.27272727272728,59.99999999999996,T2705,20.44,L
2459532.4944444443,328.84615384615387,17.14285714285704,T1928,20.44,L
2459532.495833333,319.5,42.85714285714279,T2476,20.44,L
2459532.4972222224,327.9207920792079,21.42857142857133,T2029,20.44,L
2459532.498611111,336.6666666666667,4.285714285714164,T1613,20.44,L
2459532.5,315.0,68.57142857142854,T2825,20.44,L
